Número Proveedor,Nombre Proveedor,tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razón Social,Tipo de Contribuyente,CUIT,Fecha,baja,activo,Frecuencia,f_donacion,Importe,Nro_Cuenta,Ciudad,Pais,Categor/a Proveedor,fecha_a,fecha_b,detalle_ing,tipoCta,importeResultados
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,30/6/2024,578491,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,578491
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,14/7/2024,770156,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,770156
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,5/8/2024,648108,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,648108
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/01/2024,,SI,Mensual,2/9/2024,556901,405100,,,,1/1/2024,,Ingresos Servicios,Ingresos,556901
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/6/2022,46148,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,46148
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/7/2022,23153,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,23153
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/8/2022,83712,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,83712
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/9/2022,55339,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,55339
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/10/2022,65179,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,65179
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/11/2022,173595,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,173595
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/12/2022,116913,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,116913
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/1/2023,447298,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,447298
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/2/2023,307698,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,307698
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/3/2023,464627,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,464627
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/4/2023,294917,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,294917
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/5/2023,273536,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,273536
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/6/2023,477167,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,477167
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/7/2023,345240,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,345240
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/8/2023,578153,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,578153
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/9/2023,255436,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,255436
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/10/2023,630203,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,630203
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/11/2023,788229,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,788229
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/12/2023,667281,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,667281
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/1/2024,663026,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,663026
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/2/2024,575890,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,575890
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/3/2024,704002,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,704002
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/4/2024,776587,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,776587
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/5/2024,700318,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,700318
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/6/2024,782687,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,782687
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/7/2024,711560,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,711560
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/06/2022,,SI,Mensual,5/8/2024,768202,405100,,,,5/6/2022,,Ingresos Servicios,Ingresos,768202
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,2/2/2024,71381,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,71381
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,12/3/2024,55346,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,55346
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,8/4/2024,66576,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,66576
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,25/5/2024,83697,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,83697
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,10/6/2024,40499,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,40499
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,28/7/2024,41123,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,41123
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,15/8/2024,15614,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,15614
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/02/2024,,SI,Mensual,5/9/2024,34964,405100,,,,2/2/2024,,Ingresos Servicios,Ingresos,34964
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/04/2024,,SI,Mensual,1/4/2024,551050,405100,,,,1/4/2024,,Ingresos Servicios,Ingresos,551050
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/04/2024,,SI,Mensual,15/5/2024,700290,405100,,,,1/4/2024,,Ingresos Servicios,Ingresos,700290
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/04/2024,,SI,Mensual,8/6/2024,565167,405100,,,,1/4/2024,,Ingresos Servicios,Ingresos,565167
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/04/2024,,SI,Mensual,22/7/2024,635642,405100,,,,1/4/2024,,Ingresos Servicios,Ingresos,635642
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/04/2024,,SI,Mensual,10/8/2024,642222,405100,,,,1/4/2024,,Ingresos Servicios,Ingresos,642222
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/04/2024,,SI,Mensual,1/9/2024,514844,405100,,,,1/4/2024,,Ingresos Servicios,Ingresos,514844
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/04/2022,01/12/2023,NO,Semestral,1/4/2022,496574,405100,,,,1/4/2022,1/12/2023,Ingresos Servicios,Ingresos,496574
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/04/2022,01/12/2023,NO,Semestral,1/10/2022,444382,405100,,,,1/4/2022,1/12/2023,Ingresos Servicios,Ingresos,444382
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/04/2022,01/12/2023,NO,Semestral,1/4/2023,488440,405100,,,,1/4/2022,1/12/2023,Ingresos Servicios,Ingresos,488440
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/04/2022,01/12/2023,NO,Semestral,1/10/2023,309601,405100,,,,1/4/2022,1/12/2023,Ingresos Servicios,Ingresos,309601
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/1/2021,51713,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,51713
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/4/2021,109533,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,109533
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/7/2021,117472,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,117472
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/10/2021,104618,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,104618
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/1/2022,39420,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,39420
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/4/2022,46331,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,46331
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/7/2022,40212,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,40212
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/10/2022,64932,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,64932
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/1/2023,81503,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,81503
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/4/2023,73476,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,73476
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/7/2023,117902,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,117902
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/10/2023,38437,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,38437
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/1/2024,73466,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,73466
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/01/2021,01/06/2024,NO,Trimestral,1/4/2024,115458,405100,,,,1/1/2021,1/6/2024,Ingresos Servicios,Ingresos,115458
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/01/2024,30/05/2024,NO,Mensual,1/1/2024,57632,403103,,,,1/1/2024,30/5/2024,Ingresos Bonos Contribución,Ingresos,57632
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/01/2024,30/05/2024,NO,Mensual,15/2/2024,88336,403103,,,,1/1/2024,30/5/2024,Ingresos Bonos Contribución,Ingresos,88336
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/01/2024,30/05/2024,NO,Mensual,8/3/2024,58897,403103,,,,1/1/2024,30/5/2024,Ingresos Bonos Contribución,Ingresos,58897
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/01/2024,30/05/2024,NO,Mensual,22/4/2024,33079,403103,,,,1/1/2024,30/5/2024,Ingresos Bonos Contribución,Ingresos,33079
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/01/2024,30/05/2024,NO,Mensual,10/5/2024,24515,403103,,,,1/1/2024,30/5/2024,Ingresos Bonos Contribución,Ingresos,24515
